Order No,Time from Pickup to Arrival
Order_No_500,3679311.1815826898
Order_No_2491,4035254.139482591
Order_No_18628,4715352.834548015
Order_No_6408,3486313.351365792
Order_No_17456,6069363.837830186
Order_No_10448,5312043.377889922
Order_No_25423,4139300.426032582
Order_No_862,4991593.480229347
Order_No_17200,5106887.737432268
Order_No_347,4126593.2458047797
Order_No_22067,4913956.290417027
Order_No_21865,6362287.783885606
Order_No_1175,6205811.724748879
Order_No_1247,6611217.545536129
Order_No_8334,6750340.40767528
Order_No_7863,4387185.885850188
Order_No_10133,5545929.539520071
Order_No_11465,6357417.965574882
Order_No_2162,3847250.563389836
Order_No_13651,4842868.402561916
Order_No_1585,4132671.622399853
Order_No_401,4830527.447635395
Order_No_21583,3679385.00640417
Order_No_4667,4135637.814100899
Order_No_6100,6056779.154728883
Order_No_25822,3945436.051192525
Order_No_8007,4457729.704003958
Order_No_9480,4303520.214241521
Order_No_1557,6021561.242487173
Order_No_7335,4200486.065559089
Order_No_16968,4872035.215870675
Order_No_15371,3913657.258676773
Order_No_12067,5969945.385823063
Order_No_18608,5928407.79539676
Order_No_932,5828718.861258044
Order_No_24286,3475373.612288721
Order_No_8191,4055358.307824683
Order_No_11609,5000954.516811758
Order_No_3621,6000158.923576767
Order_No_18538,3863169.1845943863
Order_No_23813,6336974.8410175
Order_No_24400,7161473.3476237245
Order_No_3036,5340737.395673505
Order_No_14680,3696751.7439706107
Order_No_11980,4604573.371823364
Order_No_25406,6771064.532536116
Order_No_7487,4738980.792302426
Order_No_8675,4105105.8447949085
Order_No_22026,6002910.821840291
Order_No_7556,3812010.4271935504
Order_No_6553,4501765.620315498
Order_No_20548,5715257.914755229
Order_No_11094,5006774.765866766
Order_No_20022,5691395.668212937
Order_No_25836,5400817.005553245
Order_No_18235,3492233.691952018
Order_No_10943,5922552.750800959
Order_No_14551,3554813.9661420537
Order_No_16360,5258555.758233575
Order_No_22792,3694890.8119687946
Order_No_28121,5026616.054891584
Order_No_180,4721986.022068057
Order_No_17888,5985343.442540227
Order_No_15225,5023847.111114769
Order_No_5805,4746302.736803155
Order_No_21364,3691439.403526438
Order_No_9051,4603488.3110081535
Order_No_25337,6309516.727362182
Order_No_2561,4884465.330965277
Order_No_19284,4467102.862102819
Order_No_7205,3741834.7835203405
Order_No_8356,6619037.133878693
Order_No_13382,3820052.2898445553
Order_No_13480,3248127.531611733
Order_No_15687,5301782.8850195585
Order_No_5992,5656038.344924071
Order_No_19589,6552107.283181324
Order_No_21950,4671863.949893277
Order_No_17066,5088432.523127999
Order_No_4900,3629605.167043855
Order_No_12750,3901155.4570033345
Order_No_13130,3630301.514879225
Order_No_22215,4466630.904381245
Order_No_1412,4962482.961265409
Order_No_21259,5022776.354200945
Order_No_10629,5778765.654094079
Order_No_28183,5172481.758015846
Order_No_9504,4508821.675568371
Order_No_8856,5804819.4767057635
Order_No_16588,5773308.298111742
Order_No_16640,4703586.265115383
Order_No_18267,5480207.113141226
Order_No_8526,5778107.332024251
Order_No_10212,6254166.974274434
Order_No_15728,4678502.353022272
Order_No_7934,4400996.764181808
Order_No_14391,3899743.8301415714
Order_No_11497,4432100.405665125
Order_No_26985,6063591.7140409965
Order_No_1736,4833451.992789969
Order_No_8112,5699720.750061468
Order_No_12948,5160139.010211838
Order_No_2522,6041647.943080785
Order_No_9315,4997477.740636921
Order_No_16086,5017846.411033587
Order_No_18028,3812750.599234317
Order_No_25042,3351071.988945984
Order_No_25072,5059853.813677748
Order_No_16560,5671051.30904643
Order_No_6785,3981917.0208022585
Order_No_5674,4419353.255208835
Order_No_23335,5103535.255241509
Order_No_24269,5799309.601737645
Order_No_16209,5425438.74574576
Order_No_9602,3903053.629793862
Order_No_10825,6745464.704448904
Order_No_16657,4974449.519562133
Order_No_5972,3523697.2960730153
Order_No_23516,4652379.12754458
Order_No_5731,6155771.500693198
Order_No_26959,5399162.795532432
Order_No_12510,5491689.327968155
Order_No_25592,5000852.32136099
Order_No_157,4047752.533994049
Order_No_6675,4962980.116209887
Order_No_26538,3973635.5037766546
Order_No_25083,5055442.889036124
Order_No_23893,5798289.848803001
Order_No_16608,4257922.116846268
Order_No_11571,4125306.0061388747
Order_No_7871,4337153.141139653
Order_No_2789,5744348.833384059
Order_No_4522,3700755.787705122
Order_No_8736,4171251.0762576605
Order_No_14349,4552108.953640039
Order_No_24455,4581652.755011132
Order_No_19389,5428363.481667531
Order_No_5559,5686411.736788109
Order_No_26394,6666686.2148406925
Order_No_26341,5287663.17737043
Order_No_15367,5637194.6907474585
Order_No_19089,5027714.304284593
Order_No_7010,5218610.473846148
Order_No_24195,3868309.0285851713
Order_No_17907,4851359.7843688615
Order_No_10135,4173047.101552699
Order_No_26212,3436553.3243769333
Order_No_9065,5476833.8333968995
Order_No_1976,6033887.968964345
Order_No_26332,3640992.707695578
Order_No_4877,4485794.435051902
Order_No_14546,4523265.144126718
Order_No_28230,5950532.788086687
Order_No_24615,4443595.989184249
Order_No_26355,5893300.586397722
Order_No_10848,6106927.243924376
Order_No_18565,6251333.867521531
Order_No_6708,3480788.7745622913
Order_No_14439,4672870.617209281
Order_No_4913,4499641.056299132
Order_No_14515,4697626.509740138
Order_No_18056,4055785.6051374245
Order_No_12188,3387103.881574695
Order_No_5413,6587458.592555124
Order_No_17508,4269783.428264252
Order_No_16622,6058285.657350654
Order_No_21188,5361702.252510584
Order_No_18792,5047980.084010193
Order_No_2577,5938481.503230916
Order_No_8145,5353462.723948657
Order_No_7837,4957288.2483791495
Order_No_1206,5614421.616039278
Order_No_7996,6191113.208977204
Order_No_23716,6155227.61030976
Order_No_18231,5818219.166389442
Order_No_4221,3615622.76269745
Order_No_14802,3544113.7203651685
Order_No_22396,4770343.124838868
Order_No_13713,4591551.317508085
Order_No_20690,3639423.02934714
Order_No_9846,5756892.18858827
Order_No_8870,4398812.638893966
Order_No_8437,6496493.593183357
Order_No_15567,3992562.7775930227
Order_No_22604,5819545.758522041
Order_No_28115,3355656.5422095363
Order_No_14578,3938444.0050922106
Order_No_6163,6512650.751415126
Order_No_9770,4883738.124128952
Order_No_19537,5842348.978872242
Order_No_20554,4918295.156072434
Order_No_4482,4157089.8900448005
Order_No_4770,4533351.405954253
Order_No_24442,4903366.645822744
Order_No_13192,4276054.10649776
Order_No_20797,5628576.471829017
Order_No_13214,5800794.411880954
Order_No_8699,3283664.957136432
Order_No_1678,4444613.214066587
Order_No_5605,3974561.874315168
Order_No_8422,5695198.44529607
Order_No_27321,6392270.007853576
Order_No_19030,4786631.93323827
Order_No_8152,5523032.727574867
Order_No_15176,4189091.723030999
Order_No_9688,5866313.301152717
Order_No_590,4234430.255724086
Order_No_17474,3802444.4713184433
Order_No_11300,6322789.663470153
Order_No_18934,6299036.402278958
Order_No_8967,5130124.205546029
Order_No_13917,3531829.8281318075
Order_No_2657,5608313.562185518
Order_No_9628,5277500.571908159
Order_No_13096,4246088.360261771
Order_No_15766,4037978.799588764
Order_No_27131,4116930.8735177116
Order_No_14530,4640727.9184413105
Order_No_10563,5549834.332630312
Order_No_6990,3888906.686678944
Order_No_1970,3866508.114717882
Order_No_21270,5487655.273538555
Order_No_16123,6237185.567800438
Order_No_25225,5828326.417986186
Order_No_9133,4696796.025486118
Order_No_19478,4389181.699336514
Order_No_26487,4901411.462371501
Order_No_23220,5874466.170498271
Order_No_24611,5023942.65274219
Order_No_26783,3949205.803274785
Order_No_8424,4515042.389450257
Order_No_25017,4878281.862017437
Order_No_340,4375660.454479975
Order_No_11178,5864349.47153168
Order_No_12431,4270748.851216369
Order_No_19611,4612188.534080719
Order_No_21376,3740505.9875175464
Order_No_14637,4553516.899838371
Order_No_8668,3204585.7128859977
Order_No_19010,3658142.5217260653
Order_No_14601,5712805.3022742085
Order_No_27113,6194846.156949896
Order_No_5142,5003010.592039826
Order_No_25288,5274158.825010325
Order_No_8771,7935081.419201076
Order_No_1248,3901651.6503587016
Order_No_11858,3987717.545622583
Order_No_8264,4550475.309281486
Order_No_21737,3753445.335199046
Order_No_26130,4722037.315570529
Order_No_1799,4170026.3017626065
Order_No_6677,6170472.25080872
Order_No_9885,6276167.452995763
Order_No_14353,3133459.740101886
Order_No_19184,5384828.825217589
Order_No_2240,5506178.1091186805
Order_No_17187,6484470.842284832
Order_No_14143,6301233.394115428
Order_No_14053,4954311.37059087
Order_No_5905,5312985.6271509165
Order_No_20412,5634896.105016548
Order_No_22259,4523885.7633674545
Order_No_16558,5737741.0511737745
Order_No_19288,4204466.916430566
Order_No_13992,5201264.571050868
Order_No_13972,5756393.9186432175
Order_No_27404,4743268.166119806
Order_No_12062,3912925.698364176
Order_No_8477,5807425.7520987885
Order_No_367,4342262.291942828
Order_No_4109,6252741.898145798
Order_No_24899,3655230.41368042
Order_No_19938,5497435.171969989
Order_No_25969,4309825.238131243
Order_No_8379,4601523.963732688
Order_No_17960,5313708.406794408
Order_No_21081,4881708.307109975
Order_No_17788,6006260.069699208
Order_No_659,4590575.701815796
Order_No_15437,6058443.1559761735
Order_No_6215,6228201.555028804
Order_No_7036,4410311.585479257
Order_No_27714,3321727.391918094
Order_No_4787,3991740.10714569
Order_No_25359,6057882.3554027835
Order_No_8678,4249483.689863419
Order_No_813,3684376.4031254794
Order_No_16159,4671571.101827359
Order_No_24941,4755438.639555584
Order_No_5224,4688214.890772755
Order_No_14918,5287428.245535533
Order_No_13511,5114410.73028825
Order_No_27785,4402526.5782352295
Order_No_7771,5798299.103366663
Order_No_22257,5107738.257220555
Order_No_23090,4302158.106837227
Order_No_19437,6651166.39950802
Order_No_23365,5330616.655585384
Order_No_19245,4578824.882073272
Order_No_6082,5489186.264140751
Order_No_10457,5836326.671192768
Order_No_13991,7416890.334362965
Order_No_18566,4066186.630552725
Order_No_8745,3663891.5844598203
Order_No_23781,6407454.688738313
Order_No_22378,5026356.812857997
Order_No_5957,6719312.450745329
Order_No_24719,5287233.231889477
Order_No_28083,3876269.5968135484
Order_No_3568,6015471.591207608
Order_No_13809,5411180.318922633
Order_No_23615,3609369.289110826
Order_No_4565,5310735.203247838
Order_No_6689,4756382.534077015
Order_No_20270,5823554.1045866925
Order_No_5355,5760518.449017088
Order_No_18936,5758185.986742144
Order_No_21915,4471855.954448183
Order_No_5769,5995693.963660539
Order_No_24600,4733996.005506423
Order_No_2516,5672578.760506426
Order_No_2741,4732211.568678346
Order_No_10411,4190438.462091071
Order_No_113,5724381.670324183
Order_No_1411,4645826.39920991
Order_No_11580,6285754.390102799
Order_No_3184,3949919.2523190766
Order_No_5625,4480562.502661034
Order_No_26936,3595050.7812622413
Order_No_3176,5897800.044931586
Order_No_5264,3334107.0753840525
Order_No_23798,4610370.105036144
Order_No_2217,3647406.7459731125
Order_No_19227,6471301.685364632
Order_No_20606,6754893.515203431
Order_No_7680,4646810.33125483
Order_No_25392,6768013.582397931
Order_No_1409,5890343.633185313
Order_No_4154,4990580.169105322
Order_No_3305,3578426.8768925355
Order_No_13539,4841635.00938411
Order_No_18106,5554761.475823483
Order_No_25675,4783120.778090392
Order_No_23816,4822173.6907931315
Order_No_2137,6305729.285277391
Order_No_4071,5958067.429598666
Order_No_320,4193738.716734673
Order_No_18898,4515963.525909051
Order_No_10113,6343265.669763744
Order_No_25382,4188874.424740318
Order_No_18659,6514618.805695637
Order_No_19258,5247766.792587683
Order_No_18835,5725958.1104689725
Order_No_20994,5225272.916424994
Order_No_8944,4715005.070751861
Order_No_7276,3521956.760803631
Order_No_8520,6656820.940677428
Order_No_6801,5669991.899345927
Order_No_27515,5223077.932736999
Order_No_17106,5727663.208212628
Order_No_5235,5209519.89752119
Order_No_21765,7070560.215388993
Order_No_2474,5608869.355307427
Order_No_12747,4508109.712759449
Order_No_5718,4694800.791107635
Order_No_15841,4595895.050074551
Order_No_1933,5435821.268552074
Order_No_832,5476534.265744632
Order_No_3257,5676055.022782872
Order_No_17050,4640532.930132222
Order_No_17972,6078397.606372419
Order_No_14395,5427564.509764042
Order_No_25934,3814127.112510402
Order_No_25925,6028369.045023511
Order_No_27344,4659856.55735267
Order_No_4976,4849917.542089997
Order_No_23035,3430463.5610448997
Order_No_19949,5415535.544138354
Order_No_3482,5768677.5538772
Order_No_15494,4220801.887676487
Order_No_24712,4992422.708983287
Order_No_609,4846657.704967043
Order_No_23803,4651909.605248867
Order_No_6463,4003718.652244021
Order_No_5868,6248725.511365082
Order_No_6377,4607456.340872576
Order_No_9795,4182785.344598288
Order_No_2098,7025493.011566707
Order_No_1762,3307664.7962403977
Order_No_7725,5738023.657087803
Order_No_24840,5664110.601714611
Order_No_1405,4100805.432190135
Order_No_5551,4641378.090071136
Order_No_18680,5231890.186382493
Order_No_14488,6249354.55437106
Order_No_17521,5871348.926368588
Order_No_28258,5297139.349645479
Order_No_27434,5597521.648837989
Order_No_9085,6145201.351479243
Order_No_7831,3628042.38678056
Order_No_10613,6391124.976096542
Order_No_17205,5441660.84590165
Order_No_27359,4023526.4589008274
Order_No_1372,4719704.873980182
Order_No_21894,5334933.554792402
Order_No_21813,4542686.398101341
Order_No_18318,5965386.703327984
Order_No_18396,4092812.464622743
Order_No_25332,5511881.201147996
Order_No_19941,5803597.7117859945
Order_No_4328,5564013.567259602
Order_No_26199,3741596.861572847
Order_No_4508,6516681.047546172
Order_No_10900,6066484.65938423
Order_No_16923,3587201.999810708
Order_No_17359,3981520.5549279368
Order_No_18211,4377662.28862061
Order_No_26578,5675137.971638605
Order_No_1516,5508700.410760193
Order_No_273,6285279.742966335
Order_No_22061,3721571.7522050333
Order_No_21980,4763637.523140449
Order_No_28007,5842687.715531178
Order_No_10216,3690345.0151831787
Order_No_26029,4219426.958690271
Order_No_27076,5122873.19607366
Order_No_19952,5423135.220357183
Order_No_14336,5163721.4254624555
Order_No_7503,4235268.473230552
Order_No_8955,4278659.360673355
Order_No_20258,4251137.8674610555
Order_No_5661,5932831.52391817
Order_No_5648,4484321.021791408
Order_No_7702,4044986.6399240624
Order_No_16965,6112448.412464483
Order_No_26500,4893664.861433109
Order_No_6040,3807601.0857631653
Order_No_25800,5485623.281519394
Order_No_11121,6528659.817329975
Order_No_23689,5289109.197246051
Order_No_17335,6292487.972894924
Order_No_4410,5186428.2759642415
Order_No_16054,3984188.3925638855
Order_No_22406,5564281.369652311
Order_No_6340,4468270.629773966
Order_No_10370,6705448.7987740245
Order_No_14622,3505127.612642096
Order_No_17195,6082776.272754455
Order_No_22397,3926134.0484339967
Order_No_15077,5736263.201596224
Order_No_997,4554697.155778096
Order_No_204,4534095.244633449
Order_No_11360,4126217.0595994745
Order_No_22787,6094915.031043285
Order_No_13537,4111055.8790234653
Order_No_25741,5095049.965548005
Order_No_3804,5641088.9394809855
Order_No_1692,4585851.837285897
Order_No_21459,3826097.800853209
Order_No_9401,5782130.157138407
Order_No_13612,5497921.028957124
Order_No_7319,5594818.729595051
Order_No_776,6275043.471065335
Order_No_10012,5224259.163855267
Order_No_16243,3892857.0082716886
Order_No_8950,6432594.428215004
Order_No_16574,5780087.907447953
Order_No_16436,5074558.210314562
Order_No_23162,6690728.648148754
Order_No_9760,4835014.368376204
Order_No_16271,6193872.849964611
Order_No_21104,5763715.12244165
Order_No_14449,5408424.790434088
Order_No_14679,4241605.558951093
Order_No_21638,5964416.06753132
Order_No_7762,5897705.12164169
Order_No_5381,3827215.128485719
Order_No_9298,4850807.893513585
Order_No_17800,3149332.210917803
Order_No_5580,3346614.672261173
Order_No_22046,5366707.0158076
Order_No_15144,4936161.660734429
Order_No_19799,4878949.6661624
Order_No_28141,4839947.795429286
Order_No_8230,4690913.3260512855
Order_No_23462,5023560.4004820725
Order_No_5188,4152802.094827434
Order_No_27427,4723033.61889752
Order_No_25830,5862785.533440086
Order_No_18383,5724840.578130767
Order_No_20250,4182400.353982269
Order_No_6310,6482741.7842789
Order_No_4762,5724216.077814503
Order_No_19757,3669481.122572475
Order_No_7455,5231820.549511844
Order_No_14733,5178529.869369827
Order_No_20866,4347720.630632108
Order_No_21490,5093568.978072962
Order_No_28057,5222250.6181361545
Order_No_27900,5644269.833750764
Order_No_7354,5886263.719351249
Order_No_6864,4411624.759065411
Order_No_5514,4332438.599345673
Order_No_7873,6245117.150266859
Order_No_11049,6433371.97192622
Order_No_23784,6460241.253542467
Order_No_6194,3988359.7937592575
Order_No_511,5082960.830209856
Order_No_8202,3938405.5896877586
Order_No_5121,4898518.875422647
Order_No_2790,4562267.975843635
Order_No_9503,4009867.3545189183
Order_No_24498,3394067.923215289
Order_No_6737,6557801.348433161
Order_No_8932,3605184.5993114873
Order_No_6516,5699251.313729823
Order_No_22060,5872489.088696529
Order_No_19880,5055147.840075015
Order_No_11254,4910823.342929386
Order_No_22807,5129538.532798816
Order_No_22976,6137822.072905529
Order_No_10153,5090119.254387559
Order_No_540,4444531.1360475775
Order_No_21149,5128701.01808861
Order_No_4184,4892828.595381049
Order_No_18295,5331510.129206116
Order_No_27780,4872457.240267919
Order_No_4944,3531307.814593402
Order_No_23754,5589858.969462202
Order_No_4101,4548590.341452743
Order_No_14097,4206673.605523193
Order_No_25589,4690746.794632932
Order_No_746,5139469.571262525
Order_No_28192,5422458.449398678
Order_No_10608,5059657.930634637
Order_No_18799,5096366.817877461
Order_No_5945,6146451.344034948
Order_No_11567,5768359.230592819
Order_No_16234,5738839.9454384055
Order_No_24914,5084210.460881147
Order_No_3897,3699491.0938508133
Order_No_11377,3606298.4926752145
Order_No_11017,5760879.986201697
Order_No_27175,5225713.324461417
Order_No_3365,4725734.942500278
Order_No_9830,4961620.36115956
Order_No_5600,5050331.21058994
Order_No_10415,3778691.5617714454
Order_No_14921,6283818.151855107
Order_No_3538,3240018.8996261624
Order_No_270,4868320.926587886
Order_No_24445,5237648.980311432
Order_No_19967,3309854.9139949344
Order_No_12177,5786047.440419851
Order_No_5574,4500956.207814792
Order_No_23761,4690267.278931865
Order_No_20802,4996284.473361184
Order_No_13906,3948165.3141527288
Order_No_5812,4009115.9793880302
Order_No_25697,3989049.6198067074
Order_No_3075,5055665.9139730465
Order_No_12409,4584236.561370257
Order_No_1837,5288019.245601832
Order_No_11158,5585566.343241761
Order_No_25178,5774982.282432654
Order_No_4282,4719355.916819274
Order_No_10812,4671614.2415989265
Order_No_21061,4245324.280545519
Order_No_2064,5374855.656720523
Order_No_18920,4411431.817533277
Order_No_15104,5262150.475690703
Order_No_26131,3995863.682882538
Order_No_8001,4186909.119534278
Order_No_11748,6028304.431572202
Order_No_25835,3597400.209177005
Order_No_9426,3732922.012021852
Order_No_26093,4916890.601163283
Order_No_8531,6199813.6492694635
Order_No_6197,4638919.634025044
Order_No_7128,3990374.8941316754
Order_No_26742,4356518.04612997
Order_No_14794,5697280.710890511
Order_No_24488,5895047.383637576
Order_No_16298,5194510.964842708
Order_No_12045,6096603.925871232
Order_No_10398,4721447.232790611
Order_No_2328,4644500.886616182
Order_No_6993,4045372.1702150903
Order_No_15337,3864012.198143113
Order_No_6747,3778124.3530302807
Order_No_12790,5465528.416897397
Order_No_8730,4473506.917266859
Order_No_12530,5815924.167057706
Order_No_8653,5160555.674883267
Order_No_3396,4553066.15914478
Order_No_7040,3616440.103499884
Order_No_953,3347746.359872319
Order_No_11623,4000219.165592827
Order_No_10853,4313005.06341578
Order_No_27102,4121156.0070403963
Order_No_22047,5755341.650218155
Order_No_22817,6273687.39345142
Order_No_20232,4259160.402886572
Order_No_27807,3173544.2873735563
Order_No_11621,4460371.646897542
Order_No_8433,5789040.525015462
Order_No_19295,3252353.980612822
Order_No_6155,4271363.7919823835
Order_No_13104,4010639.2372688213
Order_No_11507,4739716.908160107
Order_No_17505,5874599.352898188
Order_No_21718,4316506.357193341
Order_No_17404,4358663.448445219
Order_No_14949,3481727.7843680684
Order_No_14889,5630787.505032664
Order_No_18719,4542196.494259656
Order_No_9632,4579718.015115281
Order_No_7382,3628277.347254401
Order_No_28064,4314485.217423818
Order_No_7216,5226961.680130765
Order_No_11865,4408078.152386652
Order_No_3793,5541429.2807029
Order_No_1198,4450145.5242193015
Order_No_11224,3801260.2764803264
Order_No_24716,6090061.7941009225
Order_No_1606,4299041.525105784
Order_No_3046,5883465.627489779
Order_No_5554,5985780.812996781
Order_No_453,5675311.624393369
Order_No_4709,5575400.078843877
Order_No_5759,5407627.388272121
Order_No_15008,5022870.524025501
Order_No_26009,5212707.605788303
Order_No_1535,5825953.863863726
Order_No_15914,6054043.71904932
Order_No_8259,5196569.274831553
Order_No_10045,3883293.280460859
Order_No_10265,3834465.2766824323
Order_No_18209,4714881.7623586655
Order_No_6088,3574082.504531895
Order_No_15249,5693221.775243932
Order_No_23361,4275257.263373438
Order_No_11820,3907977.091269064
Order_No_16517,4641134.60479324
Order_No_13046,4005225.630255589
Order_No_24403,3539646.8624830362
Order_No_2211,4108545.7109514084
Order_No_2324,5175980.306655399
Order_No_2359,6348819.6908838535
Order_No_18850,5448407.85657548
Order_No_24932,4660022.620704394
Order_No_26190,3875665.005980847
Order_No_18205,4894395.570329114
Order_No_7540,4356242.679769586
Order_No_8578,4154195.648598582
Order_No_24917,6034259.582618216
Order_No_636,3793100.3964351625
Order_No_15750,5489998.368583431
Order_No_12978,6589678.601129214
Order_No_5831,4411356.371221146
Order_No_18355,6159834.845473117
Order_No_1016,4869138.576653981
Order_No_13268,4195815.515365709
Order_No_13003,4723995.123064907
Order_No_1697,4505399.893468044
Order_No_14448,4868783.975485882
Order_No_13108,5409010.873177346
Order_No_6802,5450891.4208088275
Order_No_14454,6320983.152433474
Order_No_23903,4050128.954633486
Order_No_4106,6053730.474128559
Order_No_14689,5583561.018522785
Order_No_11355,5787351.938056791
Order_No_16455,6375352.033272066
Order_No_15972,3893696.377580974
Order_No_1121,4048991.381373397
Order_No_23767,5706865.928600569
Order_No_12454,4810748.6111868685
Order_No_2183,5502321.066383305
Order_No_10395,5667068.790269521
Order_No_23792,3660225.6671240376
Order_No_1122,5855789.249491841
Order_No_2353,5395464.983853131
Order_No_21219,5159109.62635477
Order_No_6700,5757671.722736522
Order_No_26034,6161663.8712054165
Order_No_13386,3985322.3183780746
Order_No_3755,5340694.801355117
Order_No_17307,2952981.3940672767
Order_No_23049,5986393.615573441
Order_No_26899,5032954.339976191
Order_No_25833,5673693.7700227285
Order_No_3828,5113880.505712573
Order_No_13454,3667555.344500255
Order_No_23590,5533179.950059189
Order_No_20451,5197024.20504136
Order_No_2757,5256037.174152364
Order_No_13692,4828021.537758542
Order_No_24450,4631911.853775097
Order_No_5596,4421454.212283598
Order_No_23973,4299365.450621319
Order_No_18147,7105872.336329014
Order_No_16903,3303724.1506994697
Order_No_18036,3996749.550213686
Order_No_19219,6195806.6117590675
Order_No_10413,5744008.695810492
Order_No_13515,3939326.4737611753
Order_No_4864,4643302.382254004
Order_No_22422,4682301.575660937
Order_No_23183,6739184.792996854
Order_No_8015,4399975.000212394
Order_No_22657,3501278.712389568
Order_No_18025,5000655.899542088
Order_No_23184,4386870.68411984
Order_No_21169,5147285.913184476
Order_No_19984,5241758.3418922825
Order_No_98,5916628.891596563
Order_No_10418,6277446.1706883265
Order_No_27376,5289262.39357053
Order_No_23582,6009058.534570812
Order_No_11804,4298573.190724806
Order_No_13210,6248758.747910823
Order_No_20615,3146127.403167774
Order_No_13936,5730553.683695667
Order_No_22658,5948899.692694831
Order_No_4269,5172871.042328543
Order_No_11791,4269774.824149342
Order_No_19481,5632930.488086838
Order_No_6434,6011819.8467997415
Order_No_13512,5499859.466942884
Order_No_26682,4997661.399308702
Order_No_19732,5834081.128272372
Order_No_19686,4627427.88861576
Order_No_20272,5706330.592105872
Order_No_21065,3726532.1714762016
Order_No_11638,4796784.574886606
Order_No_26140,4967181.776839247
Order_No_2569,5029142.544428748
Order_No_8633,5929022.243506116
Order_No_13149,5740971.124646134
Order_No_26185,5936752.100749914
Order_No_14108,3583183.104332943
Order_No_7904,4041670.7220251136
Order_No_16467,6527853.819882062
Order_No_19970,6466729.150842337
Order_No_18547,6142831.282460663
Order_No_16216,4242954.230484836
Order_No_15145,5879286.081649036
Order_No_7141,4518933.210542374
Order_No_21815,4875682.447698866
Order_No_11281,4850853.942606592
Order_No_1043,5777096.526842899
Order_No_4721,4599072.859322427
Order_No_22180,6014591.260486863
Order_No_27518,4963837.651453355
Order_No_4123,4121574.363564743
Order_No_7519,4923968.2515139915
Order_No_25652,5259551.148861221
Order_No_17024,5028431.41445286
Order_No_11118,4109034.0246716277
Order_No_1128,4934090.444244402
Order_No_10075,3258360.6909174817
Order_No_8024,5619972.923811246
Order_No_8934,5905091.104053365
Order_No_21279,4721006.800183523
Order_No_20438,4832137.079050363
Order_No_27037,5504648.784175576
Order_No_18603,3869727.682616122
Order_No_21177,4574498.868408478
Order_No_7457,3410986.1828619335
Order_No_14620,5155632.997086206
Order_No_14469,6274054.51229682
Order_No_11080,5529662.405098019
Order_No_14153,5340719.05176463
Order_No_5732,4380219.338809986
Order_No_23949,6103162.255099243
Order_No_15927,5011525.302803856
Order_No_21318,4705573.29685608
Order_No_27338,6275553.526758829
Order_No_4386,4900026.555567474
Order_No_9114,5711739.715583115
Order_No_16998,4644584.7023914615
Order_No_7895,5743865.765262915
Order_No_8945,5517163.8283162005
Order_No_21154,5368673.8814698225
Order_No_3516,8090718.2252647495
Order_No_2669,5354952.774726655
Order_No_11951,4480273.550904097
Order_No_23684,5441748.47245157
Order_No_15181,6039076.556968294
Order_No_1188,3511354.808823821
Order_No_21284,5003966.2603672035
Order_No_16630,5108780.676245215
Order_No_1785,5382730.696532158
Order_No_21789,5511263.662314576
Order_No_21479,4810770.300281821
Order_No_23160,6602898.104026937
Order_No_21519,4885856.454716809
Order_No_972,4924515.999219865
Order_No_12761,7070451.535040105
Order_No_20182,5628423.487149486
Order_No_8716,3750865.8148185513
Order_No_10615,4676673.313106798
Order_No_143,6346970.230974524
Order_No_21215,6190496.821791371
Order_No_24519,5607461.125961876
Order_No_14722,5987346.345223795
Order_No_7496,6600653.742330095
Order_No_6222,5325563.931818521
Order_No_25548,4744490.840829393
Order_No_18769,5810798.466750572
Order_No_23988,4913126.871297454
Order_No_2793,3747183.0744440206
Order_No_14082,3849026.7151942714
Order_No_14628,4641144.32740785
Order_No_9768,6103904.389498692
Order_No_23815,5476091.985544657
Order_No_18823,3911306.0931075457
Order_No_13817,4546636.779596226
Order_No_15557,5256723.584784744
Order_No_13779,6399155.508749098
Order_No_21922,4878451.740885394
Order_No_9449,6049679.526785176
Order_No_6645,5727619.347734218
Order_No_24718,4947565.221561996
Order_No_6007,4347250.45017227
Order_No_15231,6490152.8125709025
Order_No_19658,4114130.743016444
Order_No_16681,5003329.032080814
Order_No_20181,6342400.080957165
Order_No_4134,6106432.958256523
Order_No_18248,4296989.123025802
Order_No_24681,3894579.764886874
Order_No_27897,4370198.504408858
Order_No_13521,3783822.3021365823
Order_No_411,5762951.119221336
Order_No_4116,4672924.8646838395
Order_No_16861,4603683.842113544
Order_No_866,4842195.165555901
Order_No_20516,6338645.697628626
Order_No_26962,4599748.403676347
Order_No_19873,6268097.452539432
Order_No_23515,3626900.6040515387
Order_No_19574,5447691.047218248
Order_No_16559,5985362.531448428
Order_No_11723,6188142.010971141
Order_No_20243,6267852.597196047
Order_No_17881,4467411.403826823
Order_No_19328,6267373.795521555
Order_No_3604,6100894.15513035
Order_No_73,5841042.626988629
Order_No_14377,4570956.470990147
Order_No_11238,3825461.9755812585
Order_No_432,5145470.066220263
Order_No_8550,5034304.518544691
Order_No_15072,4215664.4538997
Order_No_27504,4725827.377768851
Order_No_5539,3979869.721716908
Order_No_9953,6232421.872473633
Order_No_2271,4257786.104627433
Order_No_16344,3866771.5200354746
Order_No_23993,5046443.593412202
Order_No_26359,4968702.160568055
Order_No_5431,4473345.117357551
Order_No_6650,4146024.1832481874
Order_No_12307,5793404.273360344
